26,13,0.250914131
135,13,0.255620663
135,13,0.235200877
135,13,0.240769536
135,13,0.321328061
135,13,0.279839807
24,13,0.210956216
135,13,0.215559511
23,13,0.351660597
24,13,0.264440842
26,13,0.228385989
135,13,0.249770618
26,13,0.22831892
135,13,0.25162815
24,13,0.230203106
26,13,0.219817205
135,13,0.264557917
135,13,0.328039274
135,13,0.257250968
135,13,0.302850352
24,13,0.226131856
135,13,0.250096693
135,23,0.275569653
135,23,0.257794568
13,23,0.351660597
135,23,0.240393974
135,23,0.286905672
135,23,0.36895835
135,24,0.253012736
135,24,0.244910786
26,24,0.330212591
135,24,0.345272022
13,24,0.264440842
26,24,0.257906939
135,24,0.279291568
13,24,0.210956216
135,24,0.211863485
13,24,0.226131856
135,24,0.261198379
135,24,0.236030634
135,24,0.215500632
13,24,0.230203106
26,24,0.226882229
135,24,0.271622941
135,26,0.251079998
13,26,0.228385989
24,26,0.257906939
135,26,0.243236715
135,26,0.257641143
13,26,0.22831892
135,26,0.24231041
13,26,0.250914131
135,26,0.238486244
24,26,0.330212591
135,26,0.254754587
13,26,0.219817205
24,26,0.226882229
135,26,0.26123704
150,74,0.296423774
150,74,0.264384967
150,74,0.239345754
13,135,0.257250968
24,135,0.215500632
23,135,0.286905672
13,135,0.25162815
26,135,0.24231041
13,135,0.235200877
13,135,0.250096693
24,135,0.261198379
23,135,0.257794568
24,135,0.253012736
23,135,0.240393974
13,135,0.302850352
26,135,0.251079998
24,135,0.236030634
13,135,0.264557917
24,135,0.271622941
26,135,0.26123704
23,135,0.275569653
23,135,0.36895835
13,135,0.328039274
24,135,0.345272022
26,135,0.254754587
13,135,0.279839807
13,135,0.240769536
13,135,0.215559511
24,135,0.211863485
13,135,0.249770618
24,135,0.279291568
26,135,0.243236715
13,135,0.255620663
26,135,0.238486244
26,135,0.257641143
24,135,0.244910786
13,135,0.321328061
151,150,0.266378979
151,150,0.294764309
151,150,0.321565964
151,150,0.281218094
151,150,0.24298742
151,150,0.263840334
151,150,0.250437518
74,150,0.239345754
151,150,0.203795732
74,150,0.296423774
74,150,0.264384967
151,150,0.286912714
151,150,0.268759452
150,151,0.24298742
150,151,0.294764309
150,151,0.250437518
150,151,0.268759452
150,151,0.266378979
150,151,0.203795732
150,151,0.263840334
150,151,0.286912714
150,151,0.281218094
150,151,0.321565964
